Gerencia;Cliente;Sistema;Modulo;Classificacao;TipoFalha;Prioridade;Dificuldade;Colaborador
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CIBRIUS;Sistema de Imóveis;Imóveis - Acesso;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Jessele Bonfim
Atendimento;SERGUS;Sistema Contábil;Contábil - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Empréstimo;Financeiro - Movimentação Bancária;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Investimento;Investimentos - Fundos;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Extrato do Participante;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Média;Médio;Jessele Bonfim
Atendimento;SERGUS;Sistema Ativo Fixo;Ativo Fixo - Acompanhamento;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;SERGUS;Sistema Contábil;Contábil - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Baixa;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Jessele Bonfim
Atendimento;SERGUS;Sistema Contábil;Contabil - Encerramento de Exercicio;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FAPECE;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FAPECE;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;GEIPREV;Sistema de Investimento;Investimentos - Relatório de Renda Fixa;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 1;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CIBRIUS;Sistema de Imóveis;Imóveis - Acesso;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CIBRIUS;Sistema de Imóveis;Imóveis - Acesso;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Fechamento da Reserva;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Extrato do Participante;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Difícil 1;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Alta;Difícil 1;Jessele Bonfim
Atendimento;FABASA;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Fechamento da Reserva;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Extrato do Participante;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;SERGUS;Sistema Ativo Fixo;Ativo Fixo - Acompanhamento;Suporte;Falha de Sistema;Baixa;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema de Orçamento;Orçamento - Plano de Contas;Suporte;Falha de Sistema;Baixa;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Médio;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;UASPREV;Sistema Contábil;Contábil - Acesso;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Integração com Financeiro;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema Ativo Fixo;Ativo Fixo - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema Ativo Fixo;Ativo Fixo - Cadastro;Suporte;Falha de Sistema;Baixa;Difícil 1;Jessele Bonfim
Atendimento;BASES;Sistema de Imóveis;Imóveis - Relatórios;Suporte;Falha de Operação;Média;Fácil;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Fechamento da Reserva;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Difícil 1;Jessele Bonfim
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;SERGUS;Sistema Ativo Fixo;Ativo Fixo - Movimentação;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 1;Jessele Bonfim
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Alta;Difícil 1;Jessele Bonfim
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Integração com Internet;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 2;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Adesão;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento da Reserva;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema de Investimento;"Investimentos - Relatórios Renda Variável ";Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema de Benefícios;Benefício - Integração Banco;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Integração Patrocinadora;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FUNCASAL;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FUNCASAL;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FAPECE;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Integração Cobrança Banco;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FUNCASAL;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Investimento;Investimentos - Acesso;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Procedimento;Alta;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;SARAHPREV;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CERES;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;SERGUS;Sistema Ativo Fixo;Ativo Fixo - Cadastro;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Arrecadação;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FASCEMAR;Sistema de Benefícios;Benefício - Recalculo de Benefício;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FACEAL;Atenaprev.Net - Financeiro;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;SARAHPREV;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;GEIPREV;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;FAPECE;Sistema Contábil;Contábil - Fechamento;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;SERGUS;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;SERGUS;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;ECOS;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;SERGUS;Sistema Ativo Fixo;Ativo Fixo - Movimentação;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema Contábil;Financeiro - Integração;Suporte;Procedimento;Alta;Fácil;Jessele Bonfim
Atendimento;ALEPEPREV;Sistema Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;ODP;Atenaprev.Net - Contábil;Contábil - Exportação RF (SPED, EFD, etc);Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;CAPOF;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Jessele Bonfim
Atendimento;GEIPREV;Sistema Financeiro;Financeiro - Valores a Receber;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;CIBRIUS;Sistema de Benefícios;Benefício - Fechamento da Reserva;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema de Benefícios;Benefício - Integração com Contabilidade;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;SERGUS;Sistema de Benefícios;Benefício - Integração com Site;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;SERGUS;Sistema de Benefícios;Benefício - Integração com Site;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema Contábil;Contábil - Fechamento;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CIBRIUS;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Média;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Médio;Jessele Bonfim
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CIBRIUS;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CERES;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Benefício - Fechamento da Reserva;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;FABASA;Sistema Contábil;Benefício - Integração com Contabilidade;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CIBRIUS;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema Financeiro;Financeiro - Acesso;Suporte;Procedimento;Alta;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Empréstimo;Empréstimo - Fechamento;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema Contábil;Data Limite;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema de Benefícios;Data Limite;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Data Limite;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Benefícios;Empréstimo - Amortização Individual;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Procedimento;Alta;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema Contábil;Contábil - Parâmetros;Suporte;Procedimento;Baixa;Fácil;Jessele Bonfim
Atendimento;BASES;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Média;Médio;Jessele Bonfim
Atendimento;GEIPREV;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Terceiros;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;GEIPREV;Sistema de Empréstimo;Empréstimo - Parâmetros;Suporte;Procedimento;Alta;Fácil;Jessele Bonfim
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Arrecadação;Suporte;Falha de Sistema;Alta;Fácil;Jessele Bonfim
Atendimento;CAPOF;Sistema Contábil;Contábil - Movimentação;Suporte;Procedimento;Média;Fácil;Jessele Bonfim
Atendimento;FASCEMAR;Sistema de Benefícios;Benefício - Recalculo de Benefício;Suporte;Falha de Sistema;Alta;Médio;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento da Reserva;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Média;Fácil;Jessele Bonfim
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos;Suporte;Falha de Sistema;Crítica;Médio;Jessele Bonfim
